,out_temp,out_abs_humid,rm0_ac_operate,rm0_t_r,rm0_x_r,rm0_ot,rm0_l_s_c,rm0_l_s_r,rm0_l_l_c,rm1_ac_operate,rm1_t_r,rm1_x_r,rm1_ot,rm1_l_s_c,rm1_l_s_r,rm1_l_l_c,rm2_ac_operate,rm2_t_r,rm2_x_r,rm2_ot,rm2_l_s_c,rm2_l_s_r,rm2_l_l_c
1989-01-14 11:00:00,4.55,0.0,OperationMode.HEATING,16.86,0.003,16.88,0.0,0.0,0.0,OperationMode.COOLING,12.31,7880779118405884.0,13.25,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.5,4.590670069035178e+16,4.61,0.0,0.0,0.0
1989-01-14 12:00:00,4.69,0.0,OperationMode.HEATING,18.92,0.0031,18.57,0.0,0.0,0.0,OperationMode.COOLING,14.08,7952385049675814.0,14.86,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.67,4.641357372735771e+16,6.0,0.0,0.0,0.0
1989-01-14 13:00:00,4.76,0.0,OperationMode.HEATING,19.12,0.0031,18.86,0.0,0.0,0.0,OperationMode.COOLING,15.19,8025164612493440.0,15.8,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.75,4.6886964315679784e+16,7.11,0.0,0.0,0.0
1989-01-14 14:00:00,5.09,0.0,OperationMode.STOP_CLOSE,19.1,0.0031,18.85,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.82,8100033343819265.0,16.3,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.51,4.746250007354422e+16,7.81,0.0,0.0,0.0
1989-01-14 15:00:00,4.79,0.0,OperationMode.STOP_CLOSE,19.71,0.0031,19.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,16.54,8176945575863755.0,17.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.89,4.803578704384106e+16,8.06,0.0,0.0,0.0
1989-01-14 16:00:00,4.15,0.0,OperationMode.HEATING,20.15,0.003,19.44,0.0,0.0,0.0,OperationMode.COOLING,16.88,8254814114679557.0,16.97,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.95,4.8493989732870904e+16,8.01,0.0,0.0,0.0
1989-01-14 17:00:00,3.21,0.0,OperationMode.HEATING,18.42,0.0031,17.34,0.0,0.0,0.0,OperationMode.COOLING,15.59,8333896744337318.0,15.31,0.0,0.0,0.0,OperationMode.COOLING,6.84,4.903106184934765e+16,7.7,0.0,0.0,0.0
1989-01-14 18:00:00,2.6,0.0,OperationMode.HEATING,16.38,0.0032,14.93,0.0,0.0,0.0,OperationMode.COOLING,13.56,8414668836835110.0,13.07,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.36,4.956717600121584e+16,7.05,0.0,0.0,0.0
1989-01-14 19:00:00,1.84,0.0,OperationMode.HEATING,14.62,0.0032,13.09,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.47,8497371333081160.0,11.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.78,5.0170634207196776e+16,6.3,0.0,0.0,0.0
1989-01-14 20:00:00,1.25,0.0,OperationMode.HEATING,12.71,0.0032,11.36,0.0,0.0,0.0,OperationMode.COOLING,10.04,8581469155646620.0,9.53,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.17,5.070925391614105e+16,5.57,0.0,0.0,0.0
1989-01-14 21:00:00,0.74,0.0,OperationMode.HEATING,11.21,0.0032,9.96,0.0,0.0,0.0,OperationMode.COOLING,8.68,8658576859568246.0,8.23,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.7,5.006223557383505e+16,4.95,0.0,0.0,0.0
1989-01-14 22:00:00,0.22,0.0,OperationMode.HEATING,9.52,0.0032,8.49,0.0,0.0,0.0,OperationMode.COOLING,7.56,8720890478996175.0,7.12,0.0,0.0,0.0,OperationMode.COOLING,4.42,4.906172096987108e+16,4.52,0.0,0.0,0.0
1989-01-14 23:00:00,-0.05,0.0,OperationMode.STOP_CLOSE,7.83,0.0032,7.04,0.0,0.0,0.0,OperationMode.COOLING,6.83,8771602925328399.0,6.3,0.0,0.0,0.0,OperationMode.COOLING,3.76,4.847200687586275e+16,3.89,0.0,0.0,0.0
1989-01-15 00:00:00,-0.3,0.0,OperationMode.STOP_CLOSE,6.42,0.0031,5.77,0.0,0.0,0.0,OperationMode.COOLING,5.96,8824629955326458.0,5.45,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.19,4.9115882250275416e+16,3.28,0.0,0.0,0.0
1989-01-15 01:00:00,-0.41,0.0,OperationMode.STOP_CLOSE,5.07,0.0031,4.59,0.0,0.0,0.0,OperationMode.COOLING,5.19,8881486783944270.0,4.69,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.69,4.973899325737959e+16,2.74,0.0,0.0,0.0
1989-01-15 02:00:00,-0.6,0.0,OperationMode.STOP_CLOSE,4.06,0.0031,3.65,0.0,0.0,0.0,OperationMode.COOLING,4.5,8941896120948802.0,3.99,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.23,5.0366288535607304e+16,2.25,0.0,0.0,0.0
1989-01-15 03:00:00,-0.52,0.0,OperationMode.STOP_CLOSE,3.25,0.0031,2.9,0.0,0.0,0.0,OperationMode.COOLING,3.9,9005718946687391.0,3.4,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.82,5.099801362687042e+16,1.82,0.0,0.0,0.0
1989-01-15 04:00:00,-0.32,0.0,OperationMode.STOP_CLOSE,2.6,0.003,2.31,0.0,0.0,0.0,OperationMode.COOLING,3.42,9072825880918714.0,2.93,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.48,5.163440133374334e+16,1.46,0.0,0.0,0.0
1989-01-15 05:00:00,-0.28,0.0,OperationMode.STOP_CLOSE,2.1,0.003,1.86,0.0,0.0,0.0,OperationMode.COOLING,3.01,9143096610638876.0,2.54,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.19,5.227567586115403e+16,1.17,0.0,0.0,0.0
1989-01-15 06:00:00,-0.55,0.0,OperationMode.STOP_CLOSE,1.65,0.003,1.43,0.0,0.0,0.0,OperationMode.COOLING,2.61,9216419334818252.0,2.16,0.0,0.0,0.0,OperationMode.STOP_CLOSE,0.95,5.292205342328942e+16,0.92,0.0,0.0,0.0
1989-01-15 07:00:00,-0.58,0.0,OperationMode.STOP_CLOSE,1.72,0.003,1.43,0.0,0.0,0.0,OperationMode.COOLING,2.22,9292224799894014.0,1.87,0.0,0.0,0.0,OperationMode.COOLING,1.06,5.349890363324397e+16,0.92,0.0,0.0,0.0
1989-01-15 08:00:00,0.74,0.0,OperationMode.HEATING,3.77,0.003,3.4,0.0,0.0,0.0,OperationMode.COOLING,2.48,9369113611267014.0,2.56,0.0,0.0,0.0,OperationMode.COOLING,1.21,5.397074008962059e+16,1.17,0.0,0.0,0.0
1989-01-15 09:00:00,3.12,0.0,OperationMode.HEATING,7.56,0.003,7.47,0.0,0.0,0.0,OperationMode.COOLING,4.81,9447645068195826.0,5.34,0.0,0.0,0.0,OperationMode.STOP_CLOSE,1.42,5.454702851923389e+16,1.78,0.0,0.0,0.0
1989-01-15 10:00:00,4.76,0.0,OperationMode.HEATING,11.15,0.003,11.2,0.0,0.0,0.0,OperationMode.COOLING,7.69,9528377781821306.0,8.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.26,5.513154104010842e+16,3.01,0.0,0.0,0.0
1989-01-15 11:00:00,5.8,0.0,OperationMode.HEATING,14.51,0.003,14.51,0.0,0.0,0.0,OperationMode.COOLING,10.51,9610953876613070.0,11.37,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.38,5.5738948674785576e+16,4.44,0.0,0.0,0.0
1989-01-15 12:00:00,6.72,0.0,OperationMode.HEATING,17.4,0.0031,17.15,0.0,0.0,0.0,OperationMode.COOLING,12.8,9695723766319000.0,13.63,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.6,5.63572332700388e+16,5.86,0.0,0.0,0.0
1989-01-15 13:00:00,6.49,0.0,OperationMode.HEATING,17.34,0.0031,17.12,0.0,0.0,0.0,OperationMode.COOLING,13.79,9782059843926764.0,14.34,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.7,5.69347133012097e+16,6.98,0.0,0.0,0.0
1989-01-15 14:00:00,6.3,0.0,OperationMode.STOP_CLOSE,18.18,0.003,18.19,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.02,9871065057816806.0,15.7,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.44,5.76360893531653e+16,7.69,0.0,0.0,0.0
1989-01-15 15:00:00,6.26,0.0,OperationMode.STOP_CLOSE,18.65,0.003,18.42,0.0,0.0,0.0,OperationMode.STOP_CLOSE,15.73,9962675742515948.0,16.12,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.95,5.833460757665016e+16,8.13,0.0,0.0,0.0
1989-01-15 16:00:00,5.94,0.0,OperationMode.HEATING,17.99,0.0031,17.09,0.0,0.0,0.0,OperationMode.COOLING,15.34,1.0055595397333794e+16,15.15,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.13,5.889343005154502e+16,8.15,0.0,0.0,0.0
1989-01-15 17:00:00,5.12,0.0,OperationMode.HEATING,16.24,0.0031,15.13,0.0,0.0,0.0,OperationMode.COOLING,13.88,1.015037437228817e+16,13.51,0.0,0.0,0.0,OperationMode.COOLING,7.04,5.954954296255082e+16,7.82,0.0,0.0,0.0
1989-01-15 18:00:00,4.28,0.0,OperationMode.HEATING,14.96,0.0033,13.66,0.0,0.0,0.0,OperationMode.COOLING,12.3,1.0246987251725956e+16,11.91,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.59,6.0202506146033736e+16,7.23,0.0,0.0,0.0
1989-01-15 19:00:00,3.86,0.0,OperationMode.HEATING,13.83,0.0034,12.54,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.82,1.0346055838492372e+16,10.52,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.13,6.093725504514589e+16,6.65,0.0,0.0,0.0
1989-01-15 20:00:00,3.69,0.0,OperationMode.HEATING,12.53,0.0034,11.39,0.0,0.0,0.0,OperationMode.COOLING,9.93,1.0446908774992886e+16,9.58,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.69,6.159315793481151e+16,6.13,0.0,0.0,0.0
1989-01-15 21:00:00,3.46,0.0,OperationMode.HEATING,11.53,0.0034,10.45,0.0,0.0,0.0,OperationMode.COOLING,9.03,1.0539355019704608e+16,8.73,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.45,6.080882306324296e+16,5.76,0.0,0.0,0.0
1989-01-15 22:00:00,3.25,0.0,OperationMode.HEATING,10.3,0.0034,9.42,0.0,0.0,0.0,OperationMode.COOLING,8.34,1.0613909851073022e+16,8.03,0.0,0.0,0.0,OperationMode.COOLING,5.38,5.959498654437766e+16,5.57,0.0,0.0,0.0
1989-01-15 23:00:00,2.89,0.0,OperationMode.STOP_CLOSE,8.98,0.0034,8.31,0.0,0.0,0.0,OperationMode.COOLING,7.95,1.0674446345291266e+16,7.54,0.0,0.0,0.0,OperationMode.COOLING,4.87,5.888003934097501e+16,5.13,0.0,0.0,0.0
1989-01-16 00:00:00,2.55,0.0,OperationMode.STOP_CLOSE,7.85,0.0034,7.31,0.0,0.0,0.0,OperationMode.COOLING,7.4,1.0737863469022698e+16,6.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.4,5.966347642263445e+16,4.64,0.0,0.0,0.0
1989-01-16 01:00:00,2.19,0.0,OperationMode.STOP_CLOSE,6.7,0.0034,6.3,0.0,0.0,0.0,OperationMode.COOLING,6.79,1.0805997504042642e+16,6.37,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.99,6.042162465370919e+16,4.19,0.0,0.0,0.0
1989-01-16 02:00:00,1.85,0.0,OperationMode.STOP_CLOSE,5.83,0.0034,5.47,0.0,0.0,0.0,OperationMode.COOLING,6.22,1.0878507600667514e+16,5.78,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.59,6.118479348507565e+16,3.75,0.0,0.0,0.0
1989-01-16 03:00:00,1.41,0.0,OperationMode.STOP_CLOSE,5.06,0.0034,4.74,0.0,0.0,0.0,OperationMode.COOLING,5.67,1.0955221121369072e+16,5.22,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.2,6.1953285245611e+16,3.33,0.0,0.0,0.0
1989-01-16 04:00:00,1.03,0.0,OperationMode.STOP_CLOSE,4.35,0.0034,4.07,0.0,0.0,0.0,OperationMode.COOLING,5.13,1.1035977373634684e+16,4.67,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.83,6.272738653757128e+16,2.92,0.0,0.0,0.0
