月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
6,11,9,23.5,11.4,661.1111111,180.5555556,80.55555556,48.5,-86.4
6,11,10,24.8,10.5,550,272.2222222,83.33333333,60.7,-75.1
6,11,11,26,9.7,300,402.7777778,72.22222222,71.9,-54.5
6,11,12,26.5,8.9,188.8888889,430.5555556,69.44444444,78.4,-4.4
6,11,13,27.7,8,363.8888889,388.8888889,86.11111111,73.1,50.3
6,11,14,28.7,7.2,666.6666667,222.2222222,105.5555556,62.2,73.2
6,11,15,27.9,6.4,658.3333333,186.1111111,111.1111111,50.1,85.2
6,11,16,27.8,6.3,638.8888889,144.4444444,111.1111111,37.8,93.9
6,11,17,27.8,6.3,477.7777778,125,105.5555556,25.5,101.4
6,11,18,27.5,6.2,205.5555556,77.77777778,80.55555556,13.6,108.8
6,11,19,26.1,6.2,69.44444444,13.88888889,83.33333333,2.3,116.7
6,11,20,24.9,6.1,0,0,83.33333333,0,0
6,11,21,23.8,6.1,0,0,86.11111111,0,0
6,11,22,22.6,6.2,0,0,86.11111111,0,0
6,11,23,21.8,6.3,0,0,88.88888889,0,0
6,11,24,19.3,6.3,0,0,88.88888889,0,0
6,12,1,18.5,6.4,0,0,91.66666667,0,0
6,12,2,17.5,6.4,0,0,91.66666667,0,0
6,12,3,16.1,6.5,0,0,91.66666667,0,0
6,12,4,15.5,6.6,0,0,94.44444444,0,0
6,12,5,15.2,6.7,44.44444444,11.11111111,94.44444444,0.9,-117.9
6,12,6,15.7,6.7,366.6666667,61.11111111,97.22222222,12.1,-109.9
6,12,7,17.1,6.9,613.8888889,91.66666667,100,24,-102.4
6,12,8,19.8,7,700,119.4444444,102.7777778,36.2,-95
6,12,9,22.1,7.1,730.5555556,150,105.5555556,48.5,-86.5
6,12,10,24.5,7.1,738.8888889,180.5555556,108.3333333,60.7,-75.2
6,12,11,24.8,7.1,736.1111111,205.5555556,108.3333333,71.9,-54.7
6,12,12,26.4,7.1,738.8888889,211.1111111,111.1111111,78.5,-4.6
6,12,13,26.6,7.1,738.8888889,208.3333333,111.1111111,73.2,50.4
6,12,14,28.2,7.1,738.8888889,186.1111111,113.8888889,62.3,73.3
6,12,15,27.5,7.2,727.7777778,158.3333333,113.8888889,50.2,85.3
6,12,16,27.7,7.5,700,127.7777778,111.1111111,37.8,93.9
6,12,17,27.3,7.7,638.8888889,94.44444444,108.3333333,25.6,101.5
6,12,18,26.5,7.9,352.7777778,72.22222222,108.3333333,13.7,108.9
6,12,19,25,8.2,100,13.88888889,100,2.4,116.8
6,12,20,23.7,8.4,0,0,97.22222222,0,0
6,12,21,22.6,8.7,0,0,91.66666667,0,0
6,12,22,21.5,8.7,0,0,88.88888889,0,0
6,12,23,20.5,8.8,0,0,86.11111111,0,0
6,12,24,20,8.8,0,0,83.33333333,0,0
6,13,1,19,8.8,0,0,80.55555556,0,0
6,13,2,18.8,8.8,0,0,77.77777778,0,0
6,13,3,18.3,8.9,0,0,75,0,0
6,13,4,17.9,9,0,0,72.22222222,0,0
6,13,5,17.6,9.2,27.77777778,8.333333333,69.44444444,0.9,-117.9
6,13,6,17.6,9.4,280.5555556,66.66666667,69.44444444,12.1,-109.9
6,13,7,19.3,9.5,205.5555556,144.4444444,61.11111111,24,-102.5
6,13,8,21.3,9.7,519.4444444,172.2222222,77.77777778,36.2,-95
6,13,9,23.6,9.9,441.6666667,261.1111111,75,48.5,-86.7
6,13,10,24.1,9.6,638.8888889,230.5555556,86.11111111,60.7,-75.4
6,13,11,25,9.5,638.8888889,261.1111111,86.11111111,71.9,-55
6,13,12,25.7,9.3,638.8888889,269.4444444,88.88888889,78.5,-4.9
6,13,13,26.7,9.1,166.6666667,416.6666667,63.88888889,73.3,50.4
6,13,14,26.5,8.9,127.7777778,366.6666667,61.11111111,62.3,73.3
6,13,15,25.8,8.7,50,247.2222222,47.22222222,50.2,85.3
6,13,16,25.5,8.8,50,188.8888889,44.44444444,37.9,94
6,13,17,24.2,8.9,52.77777778,125,47.22222222,25.7,101.5
6,13,18,24,9,52.77777778,61.11111111,44.44444444,13.8,108.9
6,13,19,23.4,9.1,44.44444444,11.11111111,44.44444444,2.4,116.8
6,13,20,22.8,9.3,0,0,44.44444444,0,0
6,13,21,22.1,9.4,0,0,41.66666667,0,0
6,13,22,21.8,9.5,0,0,41.66666667,0,0
6,13,23,21.5,9.5,0,0,41.66666667,0,0
6,13,24,21.2,9.7,0,0,38.88888889,0,0
6,14,1,20.7,9.7,0,0,38.88888889,0,0
6,14,2,20,9.8,0,0,38.88888889,0,0
6,14,3,19.9,9.9,0,0,38.88888889,0,0
6,14,4,19.6,10,0,0,36.11111111,0,0
6,14,5,19.6,10.1,13.88888889,8.333333333,36.11111111,0.9,-118
6,14,6,19.9,10.2,36.11111111,47.22222222,38.88888889,12.1,-110
6,14,7,20.2,10.3,36.11111111,102.7777778,36.11111111,24,-102.6
6,14,8,21.2,10.4,158.3333333,222.2222222,52.77777778,36.1,-95.1
6,14,9,23,10.5,380.5555556,277.7777778,69.44444444,48.5,-86.8
6,14,10,24.1,10.6,591.6666667,252.7777778,77.77777778,60.6,-75.5
6,14,11,24.7,10.6,586.1111111,288.8888889,80.55555556,71.9,-55.2
6,14,12,24.8,10.7,180.5555556,430.5555556,58.33333333,78.6,-5.2
6,14,13,26,10.8,22.22222222,308.3333333,36.11111111,73.4,50.4
6,14,14,26.2,10.8,33.33333333,269.4444444,38.88888889,62.4,73.4
6,14,15,26.1,11,36.11111111,222.2222222,38.88888889,50.3,85.4
6,14,16,26,11.2,33.33333333,169.4444444,36.11111111,38,94
6,14,17,25.5,11.4,33.33333333,111.1111111,36.11111111,25.8,101.5
6,14,18,25.4,11.5,36.11111111,55.55555556,36.11111111,13.9,108.9
6,14,19,24.1,11.7,44.44444444,11.11111111,33.33333333,2.5,116.8
6,14,20,22.6,11.9,0,0,33.33333333,0,0
6,14,21,22.2,12.2,0,0,33.33333333,0,0
6,14,22,22.1,12.1,0,0,33.33333333,0,0
6,14,23,21.8,12.1,0,0,33.33333333,0,0
6,14,24,21.7,12,0,0,30.55555556,0,0
6,15,1,21.3,12,0,0,30.55555556,0,0
6,15,2,21.6,11.9,0,0,33.33333333,0,0
6,15,3,21.1,11.9,0,0,30.55555556,0,0
6,15,4,20.8,12,0,0,30.55555556,0,0
6,15,5,20.8,12.1,5.555555556,5.555555556,30.55555556,0.8,-118.1
6,15,6,21.2,12.2,22.22222222,41.66666667,30.55555556,12.1,-110.1
6,15,7,20.9,12.3,25,88.88888889,30.55555556,23.9,-102.7
6,15,8,21.7,12.4,38.88888889,169.4444444,33.33333333,36.1,-95.2
6,15,9,23.3,12.5,83.33333333,275,41.66666667,48.4,-86.9
6,15,10,24.8,12.3,83.33333333,330.5555556,44.44444444,60.6,-75.7
6,15,11,25.7,12.1,113.8888889,394.4444444,47.22222222,71.9,-55.4
6,15,12,25.8,11.9,30.55555556,325,36.11111111,78.6,-5.4
6,15,13,25.6,11.7,41.66666667,308.3333333,38.88888889,73.4,50.4
6,15,14,24.6,11.5,27.77777778,238.8888889,33.33333333,62.5,73.4
6,15,15,24.9,11.3,16.66666667,208.3333333,33.33333333,50.4,85.4
6,15,16,24.9,11.2,19.44444444,152.7777778,33.33333333,38,94
6,15,17,24.9,11.1,22.22222222,100,33.33333333,25.8,101.5
6,15,18,24.1,10.9,25,50,33.33333333,13.9,108.9
6,15,19,23.8,10.8,27.77777778,8.333333333,33.33333333,2.6,116.8
6,15,20,23.7,10.7,0,0,30.55555556,0,0
6,15,21,23.3,10.6,0,0,27.77777778,0,0
6,15,22,22.8,10.9,0,0,25,0,0
6,15,23,21.2,11.3,0,0,19.44444444,0,0
6,15,24,20.2,11.6,0,0,16.66666667,0,0
6,16,1,19.7,11.9,0,0,13.88888889,0,0
6,16,2,18.9,12.2,0,0,13.88888889,0,0
6,16,3,19,12.6,0,0,13.88888889,0,0
6,16,4,19.2,12.7,0,0,11.11111111,0,0
6,16,5,19.4,12.9,5.555555556,5.555555556,13.88888889,0.8,-118.1
6,16,6,19.1,13.1,19.44444444,38.88888889,19.44444444,12.1,-110.2
6,16,7,19.5,13.3,8.333333333,63.88888889,19.44444444,23.9,-102.7
6,16,8,19.5,13.4,2.777777778,108.3333333,11.11111111,36.1,-95.3
6,16,9,20,13.6,11.11111111,133.3333333,19.44444444,48.4,-86.9
6,16,10,20.3,13.5,19.44444444,161.1111111,11.11111111,60.6,-75.8
6,16,11,21.2,13.5,25,244.4444444,19.44444444,71.9,-55.6
6,16,12,21.3,13.5,22.22222222,183.3333333,16.66666667,78.6,-5.7
6,16,13,21.5,13.5,30.55555556,169.4444444,11.11111111,73.5,50.4
6,16,14,21.1,13.5,13.88888889,172.2222222,19.44444444,62.5,73.4
6,16,15,20.6,13.5,0,100,11.11111111,50.4,85.4
6,16,16,21.2,13.5,0,77.77777778,11.11111111,38.1,94
6,16,17,20.7,13.5,2.777777778,52.77777778,11.11111111,25.9,101.5
6,16,18,19.4,13.5,8.333333333,33.33333333,13.88888889,14,108.9
6,16,19,19.5,13.5,13.88888889,8.333333333,11.11111111,2.6,116.8
6,16,20,19.6,13.5,0,0,11.11111111,0,0
6,16,21,19.8,13.5,0,0,11.11111111,0,0
6,16,22,19.9,13.4,0,0,13.88888889,0,0
6,16,23,20.3,13.3,0,0,11.11111111,0,0
6,16,24,20.8,13.2,0,0,11.11111111,0,0
6,17,1,21.7,13.2,0,0,11.11111111,0,0
6,17,2,21.8,13.1,0,0,13.88888889,0,0
6,17,3,22.5,13,0,0,11.11111111,0,0
6,17,4,21.8,13.6,0,0,13.88888889,0,0
6,17,5,21.5,14.1,5.555555556,5.555555556,11.11111111,0.8,-118.2
6,17,6,21.5,14.6,8.333333333,27.77777778,27.77777778,12.1,-110.2
6,17,7,22.1,15.2,11.11111111,66.66666667,11.11111111,23.9,-102.8
6,17,8,22.7,15.7,5.555555556,102.7777778,25,36.1,-95.4
6,17,9,22.9,16.3,2.777777778,94.44444444,11.11111111,48.4,-87
6,17,10,23.2,16.4,22.22222222,161.1111111,8.333333333,60.6,-75.9
6,17,11,24.7,16.4,0,197.2222222,25,71.9,-55.8
6,17,12,23.8,16.6,25,183.3333333,11.11111111,78.7,-6
6,17,13,24.6,16.6,0,202.7777778,22.22222222,73.6,50.3
6,17,14,24.1,16.7,8.333333333,172.2222222,8.333333333,62.6,73.4
6,17,15,23.3,16.8,11.11111111,147.2222222,25,50.5,85.4
6,17,16,22.8,16.3,2.777777778,111.1111111,11.11111111,38.2,94
6,17,17,23,15.8,44.44444444,122.2222222,30.55555556,25.9,101.6
6,17,18,23,15.4,11.11111111,38.88888889,25,14,108.9
6,17,19,22.6,14.9,5.555555556,5.555555556,11.11111111,2.7,116.8
6,17,20,22.3,14.5,0,0,16.66666667,0,0
6,17,21,22.3,14,0,0,19.44444444,0,0
6,17,22,21.7,13.9,0,0,19.44444444,0,0
6,17,23,21.4,13.9,0,0,25,0,0
6,17,24,21.4,13.8,0,0,27.77777778,0,0
6,18,1,21.2,13.8,0,0,30.55555556,0,0
6,18,2,20.8,13.7,0,0,33.33333333,0,0
6,18,3,20.6,13.7,0,0,36.11111111,0,0
6,18,4,20.2,13.5,0,0,38.88888889,0,0
6,18,5,20.1,13.2,27.77777778,8.333333333,44.44444444,0.8,-118.2
6,18,6,20.4,12.9,163.8888889,66.66666667,50,12,-110.3
6,18,7,21.6,12.7,463.8888889,116.6666667,69.44444444,23.9,-102.8
6,18,8,22.7,12.4,630.5555556,141.6666667,75,36,-95.4
6,18,9,24.1,12.2,455.5555556,255.5555556,69.44444444,48.3,-87.1
6,18,10,25.4,12.1,658.3333333,219.4444444,80.55555556,60.5,-76
6,18,11,25.7,12,450,352.7777778,72.22222222,71.9,-56
6,18,12,26.2,11.9,188.8888889,430.5555556,58.33333333,78.7,-6.2
6,18,13,26.4,11.8,450,358.3333333,72.22222222,73.6,50.3
6,18,14,26.6,11.7,663.8888889,225,83.33333333,62.7,73.4
6,18,15,27,11.7,652.7777778,188.8888889,83.33333333,50.5,85.4
6,18,16,27.1,11.6,547.2222222,175,80.55555556,38.2,94
6,18,17,26.1,11.6,66.66666667,136.1111111,44.44444444,26,101.6
6,18,18,26,11.6,72.22222222,69.44444444,41.66666667,14.1,108.9
6,18,19,25.1,11.6,100,13.88888889,44.44444444,2.7,116.8
6,18,20,24.4,11.6,0,0,44.44444444,0,0
6,18,21,24.1,11.6,0,0,44.44444444,0,0
6,18,22,23.4,11.6,0,0,47.22222222,0,0
6,18,23,22.9,11.6,0,0,47.22222222,0,0
6,18,24,22.6,11.6,0,0,47.22222222,0,0
6,19,1,22,11.6,0,0,50,0,0
6,19,2,21.6,11.6,0,0,50,0,0
6,19,3,20.9,11.6,0,0,52.77777778,0,0
6,19,4,20.5,11.6,0,0,52.77777778,0,0
6,19,5,20.1,11.6,27.77777778,8.333333333,52.77777778,0.8,-118.3
6,19,6,20.3,11.6,188.8888889,66.66666667,52.77777778,12,-110.3
6,19,7,21.9,11.6,538.8888889,105.5555556,77.77777778,23.8,-102.9
6,19,8,23.3,11.6,611.1111111,144.4444444,80.55555556,36,-95.5
6,19,9,25.6,11.7,644.4444444,186.1111111,83.33333333,48.3,-87.2
6,19,10,27,11.5,644.4444444,227.7777778,83.33333333,60.5,-76.1
6,19,11,27.1,11.5,647.2222222,255.5555556,83.33333333,71.8,-56.1
6,19,12,28.2,11.4,638.8888889,269.4444444,83.33333333,78.7,-6.5
6,19,13,29.6,11.3,438.8888889,363.8888889,80.55555556,73.7,50.2
6,19,14,29,11.2,80.55555556,344.4444444,50,62.7,73.4
6,19,15,28.9,11.1,233.3333333,316.6666667,66.66666667,50.6,85.4
6,19,16,28.7,11.2,241.6666667,238.8888889,63.88888889,38.3,94
6,19,17,28.4,11.2,91.66666667,144.4444444,50,26,101.5
6,19,18,28.7,11.4,69.44444444,69.44444444,44.44444444,14.2,108.9
6,19,19,27.5,11.4,69.44444444,13.88888889,44.44444444,2.8,116.8
6,19,20,25.9,11.5,0,0,41.66666667,0,0
6,19,21,24.9,11.6,0,0,41.66666667,0,0
6,19,22,23.8,11.5,0,0,41.66666667,0,0
6,19,23,23.2,11.5,0,0,38.88888889,0,0
6,19,24,22.8,11.5,0,0,41.66666667,0,0
6,20,1,21.9,11.5,0,0,41.66666667,0,0
6,20,2,21.4,11.5,0,0,38.88888889,0,0
6,20,3,21.6,11.5,0,0,38.88888889,0,0
6,20,4,20.5,11.5,0,0,38.88888889,0,0
6,20,5,20,11.5,13.88888889,8.333333333,38.88888889,0.7,-118.3
6,20,6,20.5,11.5,58.33333333,55.55555556,38.88888889,12,-110.3
6,20,7,21,11.5,75,125,41.66666667,23.8,-102.9
6,20,8,22.5,11.5,505.5555556,175,72.22222222,36,-95.5
6,20,9,24.5,11.6,613.8888889,197.2222222,77.77777778,48.3,-87.2
6,20,10,26.6,11.8,616.6666667,241.6666667,80.55555556,60.5,-76.1
6,20,11,28.1,12,619.4444444,269.4444444,80.55555556,71.8,-56.3
6,20,12,27.7,12.2,336.1111111,411.1111111,66.66666667,78.7,-6.7
6,20,13,27.9,12.5,616.6666667,275,77.77777778,73.7,50.1
6,20,14,30.2,12.7,411.1111111,336.1111111,72.22222222,62.8,73.4
6,20,15,29.6,13,97.22222222,294.4444444,50,50.6,85.4
6,20,16,29.2,12.9,47.22222222,191.6666667,41.66666667,38.3,94
6,20,17,28.2,12.8,50,125,38.88888889,26.1,101.5
6,20,18,26.3,12.8,55.55555556,63.88888889,38.88888889,14.2,108.9
6,20,19,25.4,12.7,69.44444444,13.88888889,36.11111111,2.8,116.7
6,20,20,25.3,12.6,0,0,36.11111111,0,0
6,20,21,24.6,12.6,0,0,33.33333333,0,0
6,20,22,24.2,12.6,0,0,33.33333333,0,0
6,20,23,24,12.6,0,0,30.55555556,0,0
6,20,24,23.3,12.6,0,0,30.55555556,0,0
6,21,1,23.6,12.6,0,0,27.77777778,0,0
6,21,2,22.9,12.6,0,0,27.77777778,0,0
6,21,3,22.7,12.6,0,0,22.22222222,0,0
6,21,4,22.4,12.7,0,0,25,0,0
6,21,5,22.3,12.9,5.555555556,5.555555556,22.22222222,0.7,-118.4
6,21,6,21.9,13.1,16.66666667,38.88888889,19.44444444,11.9,-110.4
6,21,7,21.5,13.2,16.66666667,83.33333333,19.44444444,23.7,-103
6,21,8,20.7,13.4,2.777777778,100,19.44444444,35.9,-95.5
6,21,9,21,13.6,0,94.44444444,11.11111111,48.2,-87.2
6,21,10,21.2,13.5,19.44444444,161.1111111,11.11111111,60.4,-76.2
6,21,11,22.1,13.3,25,241.6666667,19.44444444,71.8,-56.4
6,21,12,22.1,13.2,16.66666667,263.8888889,19.44444444,78.7,-7
6,21,13,22.7,13.1,22.22222222,250,19.44444444,73.7,50
6,21,14,23.4,13,25,222.2222222,19.44444444,62.8,73.3
6,21,15,23.6,12.8,16.66666667,188.8888889,19.44444444,50.7,85.4
6,21,16,23.4,12.6,13.88888889,144.4444444,22.22222222,38.4,94
6,21,17,22.9,12.5,16.66666667,91.66666667,22.22222222,26.1,101.5
6,21,18,22.7,12.4,16.66666667,47.22222222,19.44444444,14.2,108.9
6,21,19,21.8,12.2,27.77777778,8.333333333,22.22222222,2.9,116.7
6,21,20,21.4,12.1,0,0,22.22222222,0,0
6,21,21,21.3,12,0,0,19.44444444,0,0
6,21,22,21.2,12,0,0,19.44444444,0,0
6,21,23,20.7,12.2,0,0,19.44444444,0,0
6,21,24,20.4,12.2,0,0,22.22222222,0,0
6,22,1,20,12.4,0,0,19.44444444,0,0
6,22,2,19.7,12.5,0,0,19.44444444,0,0
6,22,3,19.7,12.6,0,0,19.44444444,0,0
6,22,4,19.5,12.7,0,0,19.44444444,0,0
6,22,5,19.4,12.7,5.555555556,5.555555556,19.44444444,0.7,-118.4
6,22,6,19.5,12.9,19.44444444,38.88888889,19.44444444,11.9,-110.4
6,22,7,20.2,12.9,16.66666667,83.33333333,19.44444444,23.7,-103
6,22,8,20.5,13,16.66666667,133.3333333,19.44444444,35.9,-95.6
6,22,9,21.8,13.1,19.44444444,180.5555556,22.22222222,48.2,-87.3
6,22,10,22.7,13.1,11.11111111,227.7777778,19.44444444,60.4,-76.2
6,22,11,23.9,13.2,25,241.6666667,19.44444444,71.7,-56.5
6,22,12,25.2,13.2,16.66666667,263.8888889,22.22222222,78.7,-7.2
6,22,13,25.6,13.3,22.22222222,250,22.22222222,73.8,49.8
6,22,14,25,13.4,22.22222222,222.2222222,19.44444444,62.8,73.3
6,22,15,25.1,13.4,16.66666667,188.8888889,22.22222222,50.7,85.3
6,22,16,25.1,13.4,13.88888889,144.4444444,22.22222222,38.4,94
6,22,17,25.2,13.5,13.88888889,94.44444444,22.22222222,26.2,101.5
6,22,18,24.9,13.6,19.44444444,47.22222222,19.44444444,14.3,108.8
6,22,19,24.2,13.5,27.77777778,8.333333333,19.44444444,2.9,116.7
6,22,20,23.5,13.6,0,0,16.66666667,0,0
6,22,21,23,13.7,0,0,16.66666667,0,0
6,22,22,22.7,13.7,0,0,13.88888889,0,0
6,22,23,22.2,13.8,0,0,13.88888889,0,0
6,22,24,22.2,13.9,0,0,13.88888889,0,0
6,23,1,21.6,13.9,0,0,13.88888889,0,0
6,23,2,21.1,14,0,0,11.11111111,0,0
6,23,3,20.6,14.1,0,0,11.11111111,0,0
6,23,4,20.3,14.1,0,0,11.11111111,0,0
6,23,5,20.3,14.2,0,2.777777778,11.11111111,0.6,-118.4
6,23,6,20.6,14.3,2.777777778,22.22222222,11.11111111,11.8,-110.4
6,23,7,20.7,14.4,5.555555556,44.44444444,11.11111111,23.7,-103
6,23,8,20.8,14.5,0,72.22222222,11.11111111,35.8,-95.6
6,23,9,20.9,14.6,0,147.2222222,11.11111111,48.1,-87.3
6,23,10,21.1,14.7,13.88888889,161.1111111,16.66666667,60.3,-76.3
6,23,11,21.2,14.9,0,125,11.11111111,71.7,-56.6
6,23,12,21.3,15,0,127.7777778,11.11111111,78.7,-7.5
6,23,13,21.3,15.1,0,125,11.11111111,73.8,49.7
6,23,14,21.5,15.3,0,116.6666667,11.11111111,62.9,73.2
6,23,15,21.8,15.4,0,147.2222222,11.11111111,50.8,85.3
6,23,16,22,15.5,8.333333333,113.8888889,16.66666667,38.4,93.9
6,23,17,22.2,15.6,8.333333333,69.44444444,11.11111111,26.2,101.4
6,23,18,22.3,15.6,19.44444444,47.22222222,19.44444444,14.3,108.8
6,23,19,22.3,15.8,27.77777778,8.333333333,16.66666667,2.9,116.6
6,23,20,22.3,15.8,0,0,16.66666667,0,0
6,23,21,22.3,15.9,0,0,13.88888889,0,0
6,23,22,22,15.9,0,0,11.11111111,0,0
6,23,23,22,15.9,0,0,11.11111111,0,0
6,23,24,21.8,15.9,0,0,11.11111111,0,0
6,24,1,21.9,15.9,0,0,11.11111111,0,0
6,24,2,21.9,15.9,0,0,11.11111111,0,0
6,24,3,21.8,15.9,0,0,11.11111111,0,0
6,24,4,21.8,16.1,0,0,16.66666667,0,0
6,24,5,21.8,16.3,5.555555556,5.555555556,22.22222222,0.6,-118.4
6,24,6,22,16.5,19.44444444,38.88888889,25,11.8,-110.4
6,24,7,22.6,16.7,22.22222222,83.33333333,22.22222222,23.6,-103
6,24,8,23.4,16.9,22.22222222,130.5555556,25,35.8,-95.6
6,24,9,24.4,17.2,22.22222222,180.5555556,25,48.1,-87.3
6,24,10,25.2,17.4,50,300,30.55555556,60.3,-76.3
6,24,11,27.6,17.6,25,300,27.77777778,71.7,-56.6
6,24,12,27.8,17.9,19.44444444,263.8888889,22.22222222,78.7,-7.7
6,24,13,26.3,18.2,0,202.7777778,22.22222222,73.8,49.5
6,24,14,24.2,18.4,0,116.6666667,11.11111111,62.9,73.1
6,24,15,24.5,18.7,0,102.7777778,8.333333333,50.8,85.2
6,24,16,24.5,18.3,0,80.55555556,8.333333333,38.5,93.9
6,24,17,24.4,18,2.777777778,52.77777778,11.11111111,26.3,101.4
6,24,18,23.2,17.6,2.777777778,27.77777778,8.333333333,14.4,108.8
6,24,19,23,17.2,5.555555556,5.555555556,11.11111111,3,116.6
6,24,20,22.9,16.9,0,0,11.11111111,0,0
6,24,21,22.7,16.6,0,0,11.11111111,0,0
6,24,22,22.5,16.4,0,0,13.88888889,0,0
6,24,23,22.3,16.3,0,0,16.66666667,0,0
6,24,24,22.1,16.1,0,0,16.66666667,0,0
6,25,1,21.7,16,0,0,16.66666667,0,0
6,25,2,21.5,15.9,0,0,19.44444444,0,0
6,25,3,21.3,15.8,0,0,19.44444444,0,0
6,25,4,21.2,15.8,0,0,22.22222222,0,0
6,25,5,21.1,15.8,5.555555556,5.555555556,22.22222222,0.5,-118.5
6,25,6,21.3,15.9,16.66666667,38.88888889,22.22222222,11.7,-110.5
6,25,7,21.6,16,13.88888889,83.33333333,25,23.6,-103
6,25,8,22.1,16,16.66666667,130.5555556,25,35.7,-95.6
6,25,9,23,16.1,19.44444444,180.5555556,25,48,-87.3
6,25,10,22.8,16.4,13.88888889,227.7777778,25,60.2,-76.3
6,25,11,23.4,16.7,0,194.4444444,25,71.6,-56.7
6,25,12,23.3,17,25,180.5555556,11.11111111,78.6,-8
6,25,13,23.6,17.4,30.55555556,169.4444444,22.22222222,73.8,49.3
6,25,14,23.9,17.7,0,116.6666667,11.11111111,62.9,73
6,25,15,24.1,18.1,0,150,8.333333333,50.8,85.2
6,25,16,25.1,17.9,16.66666667,144.4444444,25,38.5,93.8
6,25,17,25.6,17.7,19.44444444,91.66666667,25,26.3,101.3
6,25,18,26.5,17.5,36.11111111,58.33333333,27.77777778,14.4,108.7
6,25,19,26.4,17.3,27.77777778,8.333333333,27.77777778,3,116.6
6,25,20,25.7,17.1,0,0,27.77777778,0,0
6,25,21,25.4,16.9,0,0,27.77777778,0,0
6,25,22,25,16.7,0,0,27.77777778,0,0
6,25,23,24.5,16.5,0,0,27.77777778,0,0
6,25,24,24.3,16.3,0,0,30.55555556,0,0
6,26,1,23.9,16,0,0,30.55555556,0,0
6,26,2,23.4,15.8,0,0,30.55555556,0,0
6,26,3,23,15.6,0,0,30.55555556,0,0
6,26,4,23.4,15.7,0,0,30.55555556,0,0
6,26,5,23,15.8,13.88888889,8.333333333,30.55555556,0.5,-118.5
6,26,6,23.1,15.9,58.33333333,52.77777778,30.55555556,11.7,-110.5
6,26,7,23.8,16,155.5555556,138.8888889,44.44444444,23.5,-103
6,26,8,25.9,16.1,416.6666667,194.4444444,55.55555556,35.7,-95.6
6,26,9,27.6,16.2,416.6666667,263.8888889,58.33333333,48,-87.3
6,26,10,28.3,15.8,50,291.6666667,36.11111111,60.2,-76.3
6,26,11,28.9,15.3,125,400,44.44444444,71.5,-56.7
6,26,12,29.4,14.9,94.44444444,400,41.66666667,78.6,-8.2
6,26,13,29,14.4,66.66666667,369.4444444,38.88888889,73.9,49.1
6,26,14,29,14,166.6666667,377.7777778,50,63,72.9
6,26,15,29.7,13.5,611.1111111,208.3333333,77.77777778,50.9,85.1
6,26,16,28.6,13.3,597.2222222,161.1111111,75,38.5,93.8
6,26,17,28.4,13,547.2222222,116.6666667,77.77777778,26.3,101.3
6,26,18,27.7,12.7,311.1111111,77.77777778,69.44444444,14.4,108.7
6,26,19,26,12.5,200,13.88888889,66.66666667,3,116.5
6,26,20,24.6,12.3,0,0,66.66666667,0,0
6,26,21,23.3,12.1,0,0,66.66666667,0,0
6,26,22,22.2,12,0,0,63.88888889,0,0
6,26,23,21.3,11.9,0,0,63.88888889,0,0
6,26,24,21.1,11.9,0,0,63.88888889,0,0
6,27,1,20.6,11.8,0,0,63.88888889,0,0
6,27,2,20,11.8,0,0,61.11111111,0,0
6,27,3,19.4,11.7,0,0,61.11111111,0,0
6,27,4,18.8,11.7,0,0,58.33333333,0,0
6,27,5,18.5,11.7,27.77777778,8.333333333,61.11111111,0.4,-118.5
6,27,6,18.6,11.8,263.8888889,63.88888889,58.33333333,11.6,-110.5
6,27,7,20,11.8,577.7777778,94.44444444,77.77777778,23.4,-103
6,27,8,21.1,11.9,405.5555556,197.2222222,66.66666667,35.6,-95.6
6,27,9,22.7,11.9,577.7777778,211.1111111,75,47.9,-87.3
6,27,10,23.6,12.2,691.6666667,202.7777778,77.77777778,60.1,-76.3
6,27,11,25.3,12.4,688.8888889,227.7777778,80.55555556,71.5,-56.7
6,27,12,26.7,12.8,691.6666667,238.8888889,80.55555556,78.6,-8.4
6,27,13,27.7,13,691.6666667,233.3333333,80.55555556,73.9,48.9
6,27,14,28.3,13.3,688.8888889,211.1111111,80.55555556,63,72.8
6,27,15,29.8,13.6,683.3333333,177.7777778,80.55555556,50.9,85
6,27,16,29.1,13.6,469.4444444,200,72.22222222,38.6,93.7
6,27,17,28.5,13.6,408.3333333,141.6666667,69.44444444,26.3,101.2
6,27,18,27.9,13.7,147.2222222,80.55555556,50,14.4,108.6
6,27,19,27,13.7,144.4444444,13.88888889,47.22222222,3,116.4
6,27,20,26.2,13.7,0,0,44.44444444,0,0
6,27,21,25.6,13.8,0,0,41.66666667,0,0
6,27,22,24.3,13.6,0,0,38.88888889,0,0
6,27,23,23.9,13.4,0,0,36.11111111,0,0
6,27,24,22.8,13.3,0,0,33.33333333,0,0
6,28,1,21.9,13.2,0,0,30.55555556,0,0
6,28,2,21.6,13.1,0,0,27.77777778,0,0
6,28,3,21.5,12.9,0,0,27.77777778,0,0
6,28,4,21.3,12.9,0,0,22.22222222,0,0
6,28,5,21,13,5.555555556,5.555555556,22.22222222,0.3,-118.5
6,28,6,21.4,13.1,19.44444444,38.88888889,19.44444444,11.6,-110.4
